lambda	x
8.898000000e-01	3.347285167e-01
8.898000000e-01	3.381239949e-01
8.898000000e-01	3.398190902e-01
8.898000000e-01	3.463520505e-01
8.898000000e-01	3.548866440e-01
8.898000000e-01	3.626470034e-01
8.898000000e-01	3.797585619e-01
8.898000000e-01	3.798948664e-01
8.898000000e-01	3.983532046e-01
8.898000000e-01	4.071934739e-01
8.898000000e-01	4.168178775e-01
8.898000000e-01	4.596480687e-01
8.898000000e-01	4.599842123e-01
8.898000000e-01	4.712840025e-01
8.898000000e-01	4.728377375e-01
8.898000000e-01	4.733576153e-01
8.898000000e-01	4.736115291e-01
8.898000000e-01	5.042084462e-01
8.898000000e-01	5.254383764e-01
8.898000000e-01	5.451131957e-01
8.898000000e-01	5.494722824e-01
8.898000000e-01	5.535542879e-01
8.898000000e-01	5.562881889e-01
8.898000000e-01	5.576066099e-01
8.898000000e-01	5.624403999e-01
8.898000000e-01	5.682691679e-01
8.898000000e-01	5.731935083e-01
8.898000000e-01	5.831074310e-01
8.898000000e-01	5.971229707e-01
8.898000000e-01	6.247617225e-01
8.898000000e-01	6.253743583e-01
8.898000000e-01	6.255788889e-01
8.898000000e-01	6.256787013e-01
8.898000000e-01	6.521166894e-01
8.898000000e-01	6.550759532e-01
8.898000000e-01	6.560293068e-01
8.898000000e-01	6.564882204e-01
8.898000000e-01	6.581662753e-01
8.898000000e-01	6.795733616e-01
8.898000000e-01	6.796421749e-01
8.898000000e-01	7.233242058e-01
8.898000000e-01	7.233623428e-01
8.898000000e-01	7.349773944e-01
8.898000000e-01	7.358680461e-01
8.898000000e-01	7.361111468e-01
8.898000000e-01	7.366155214e-01
8.898000000e-01	7.381756260e-01
8.898000000e-01	7.517682657e-01
8.898000000e-01	7.518184796e-01
8.898000000e-01	7.519213510e-01
8.898000000e-01	7.522292881e-01
8.898000000e-01	7.658326335e-01
8.898000000e-01	7.725320361e-01
8.898000000e-01	7.771977610e-01
8.898000000e-01	7.794939287e-01
8.898000000e-01	7.821941885e-01
8.898000000e-01	7.844194094e-01
8.898000000e-01	7.850241680e-01
8.898000000e-01	7.862752849e-01
8.898000000e-01	7.881361026e-01
8.898000000e-01	7.901138477e-01
8.898000000e-01	7.989254809e-01
8.898000000e-01	8.082377505e-01
8.898000000e-01	8.213400998e-01
8.898000000e-01	8.214473830e-01
8.898000000e-01	8.216669701e-01
8.898000000e-01	8.223226748e-01
8.898000000e-01	8.270664270e-01
8.898000000e-01	8.272068841e-01
8.898000000e-01	8.448162300e-01
8.898000000e-01	8.487007313e-01
8.898000000e-01	8.522473594e-01
8.898000000e-01	8.595901043e-01
8.898000000e-01	8.596440241e-01
8.898000000e-01	8.663796787e-01
8.898000000e-01	8.694133452e-01
8.898000000e-01	8.727352303e-01
8.898000000e-01	8.752681431e-01
8.898000000e-01	8.759239872e-01
8.898000000e-01	8.772360571e-01
8.898000000e-01	8.790746459e-01
8.898000000e-01	8.808784101e-01
8.898000000e-01	8.826598208e-01
8.898000000e-01	8.827781289e-01
8.898000000e-01	8.861816098e-01
8.898000000e-01	8.865623456e-01
8.898000000e-01	8.866850234e-01
8.898000000e-01	8.867440809e-01
8.898000000e-01	8.869600560e-01
8.898000000e-01	8.897222323e-01
8.898400000e-01	3.021426559e-01
8.898400000e-01	3.028806332e-01
8.898400000e-01	3.037275458e-01
8.898400000e-01	3.041236616e-01
8.898400000e-01	3.082576231e-01
8.898400000e-01	3.106248763e-01
8.898400000e-01	3.151578948e-01
8.898400000e-01	3.237366622e-01
8.898400000e-01	3.268476560e-01
8.898400000e-01	3.323247714e-01
8.898400000e-01	3.325180016e-01
8.898400000e-01	3.351570312e-01
8.898400000e-01	3.447578808e-01
8.898400000e-01	3.555323878e-01
8.898400000e-01	3.594642735e-01
8.898400000e-01	3.606756935e-01
8.898400000e-01	3.622968297e-01
8.898400000e-01	3.773192270e-01
8.898400000e-01	3.918273080e-01
8.898400000e-01	3.929370539e-01
8.898400000e-01	4.269708330e-01
8.898400000e-01	4.287353825e-01
8.898400000e-01	4.312538068e-01
8.898400000e-01	4.386437284e-01
8.898400000e-01	4.483901362e-01
8.898400000e-01	4.563179208e-01
8.898400000e-01	4.659783923e-01
8.898400000e-01	4.723886713e-01
8.898400000e-01	5.050912565e-01
8.898400000e-01	5.094790133e-01
8.898400000e-01	5.127770494e-01
8.898400000e-01	5.140568974e-01
8.898400000e-01	5.235898995e-01
8.898400000e-01	5.517747277e-01
8.898400000e-01	5.539779078e-01
8.898400000e-01	5.720241411e-01
8.898400000e-01	5.818055147e-01
8.898400000e-01	5.895474348e-01
8.898400000e-01	5.901155729e-01
8.898400000e-01	6.062799458e-01
8.898400000e-01	6.113789086e-01
8.898400000e-01	6.155023313e-01
8.898400000e-01	6.187768686e-01
8.898400000e-01	6.252236175e-01
8.898400000e-01	6.410042486e-01
8.898400000e-01	6.544725565e-01
8.898400000e-01	6.614909231e-01
8.898400000e-01	6.748733443e-01
8.898400000e-01	6.773662570e-01
8.898400000e-01	6.795358105e-01
8.898400000e-01	7.234000777e-01
8.898400000e-01	7.245994868e-01
8.898400000e-01	7.259711447e-01
8.898400000e-01	7.266109297e-01
8.898400000e-01	7.332205476e-01
8.898400000e-01	7.369498353e-01
8.898400000e-01	7.439770681e-01
8.898400000e-01	7.520112770e-01
8.898400000e-01	7.552361127e-01
8.898400000e-01	7.568620556e-01
8.898400000e-01	7.588982638e-01
8.898400000e-01	7.613993104e-01
8.898400000e-01	7.692104545e-01
8.898400000e-01	7.694818826e-01
8.898400000e-01	7.731604707e-01
8.898400000e-01	7.777562900e-01
8.898400000e-01	7.860930635e-01
8.898400000e-01	7.870988797e-01
8.898400000e-01	7.997545006e-01
8.898400000e-01	8.039519699e-01
8.898400000e-01	8.045125039e-01
8.898400000e-01	8.059537490e-01
8.898400000e-01	8.078641729e-01
8.898400000e-01	8.218655350e-01
8.898400000e-01	8.245642225e-01
8.898400000e-01	8.286049186e-01
8.898400000e-01	8.318981043e-01
8.898400000e-01	8.359197386e-01
8.898400000e-01	8.389499020e-01
8.898400000e-01	8.399788980e-01
8.898400000e-01	8.406987815e-01
8.898400000e-01	8.544175389e-01
8.898400000e-01	8.548598358e-01
8.898400000e-01	8.606149586e-01
8.898400000e-01	8.665232225e-01
8.898400000e-01	8.671578547e-01
8.898400000e-01	8.676317276e-01
8.898400000e-01	8.691676324e-01
8.898400000e-01	8.733601029e-01
8.898400000e-01	8.770764114e-01
8.898400000e-01	8.780948218e-01
8.898400000e-01	8.781693383e-01
8.898400000e-01	8.814742169e-01
8.898400000e-01	8.847621735e-01
8.898400000e-01	8.864943235e-01
8.898400000e-01	8.873974972e-01
8.898400000e-01	8.889724589e-01
8.898400000e-01	8.891232223e-01
8.898400000e-01	8.894454738e-01
8.898400000e-01	8.897261790e-01
8.898800000e-01	3.023617885e-01
8.898800000e-01	3.045509409e-01
8.898800000e-01	3.050866902e-01
8.898800000e-01	3.064240462e-01
8.898800000e-01	3.074077623e-01
8.898800000e-01	3.074625840e-01
8.898800000e-01	3.091138372e-01
8.898800000e-01	3.137699050e-01
8.898800000e-01	3.141493406e-01
8.898800000e-01	3.159771470e-01
8.898800000e-01	3.214516269e-01
8.898800000e-01	3.389624102e-01
8.898800000e-01	3.436595170e-01
8.898800000e-01	3.491475646e-01
8.898800000e-01	3.584197520e-01
8.898800000e-01	3.706179411e-01
8.898800000e-01	3.718261601e-01
8.898800000e-01	3.726529988e-01
8.898800000e-01	3.882742620e-01
8.898800000e-01	4.219514343e-01
8.898800000e-01	4.393815682e-01
8.898800000e-01	4.648315595e-01
8.898800000e-01	4.671774448e-01
8.898800000e-01	4.777449099e-01
8.898800000e-01	4.798729735e-01
8.898800000e-01	4.829989791e-01
8.898800000e-01	5.072685406e-01
8.898800000e-01	5.155744963e-01
8.898800000e-01	5.221478368e-01
8.898800000e-01	5.252745895e-01
8.898800000e-01	5.414196686e-01
8.898800000e-01	5.570783240e-01
8.898800000e-01	5.645216720e-01
8.898800000e-01	5.706568798e-01
8.898800000e-01	5.787462309e-01
8.898800000e-01	5.792204791e-01
8.898800000e-01	5.877484787e-01
8.898800000e-01	6.040606431e-01
8.898800000e-01	6.222490120e-01
8.898800000e-01	6.231859298e-01
8.898800000e-01	6.385313371e-01
8.898800000e-01	6.439675575e-01
8.898800000e-01	6.450957288e-01
8.898800000e-01	6.589216404e-01
8.898800000e-01	6.638132501e-01
8.898800000e-01	6.639755146e-01
8.898800000e-01	6.668855286e-01
8.898800000e-01	6.708362597e-01
8.898800000e-01	6.724170264e-01
8.898800000e-01	6.788635768e-01
8.898800000e-01	7.237891667e-01
8.898800000e-01	7.273324802e-01
8.898800000e-01	7.281943987e-01
8.898800000e-01	7.303369426e-01
8.898800000e-01	7.319047022e-01
8.898800000e-01	7.319918666e-01
8.898800000e-01	7.346071099e-01
8.898800000e-01	7.418746693e-01
8.898800000e-01	7.424599483e-01
8.898800000e-01	7.452645419e-01
8.898800000e-01	7.530480806e-01
8.898800000e-01	7.535172204e-01
8.898800000e-01	7.624954037e-01
8.898800000e-01	7.647643945e-01
8.898800000e-01	7.703525745e-01
8.898800000e-01	7.743928456e-01
8.898800000e-01	7.746162322e-01
8.898800000e-01	7.784062116e-01
8.898800000e-01	7.812556563e-01
8.898800000e-01	7.846848195e-01
8.898800000e-01	7.918041377e-01
8.898800000e-01	7.990190050e-01
8.898800000e-01	8.004023865e-01
8.898800000e-01	8.032965728e-01
8.898800000e-01	8.069271080e-01
8.898800000e-01	8.173760363e-01
8.898800000e-01	8.187055890e-01
8.898800000e-01	8.196086648e-01
8.898800000e-01	8.240693311e-01
8.898800000e-01	8.250543096e-01
8.898800000e-01	8.356244259e-01
8.898800000e-01	8.427494127e-01
8.898800000e-01	8.562808468e-01
8.898800000e-01	8.624621583e-01
8.898800000e-01	8.627877749e-01
8.898800000e-01	8.632633074e-01
8.898800000e-01	8.680463610e-01
8.898800000e-01	8.716609846e-01
8.898800000e-01	8.737921631e-01
8.898800000e-01	8.756114580e-01
8.898800000e-01	8.823568183e-01
8.898800000e-01	8.844541774e-01
8.898800000e-01	8.851532664e-01
8.898800000e-01	8.870762375e-01
8.898800000e-01	8.877058826e-01
8.898800000e-01	8.877267790e-01
8.898800000e-01	8.881016562e-01
8.898800000e-01	8.886110399e-01
8.898800000e-01	8.888150173e-01
8.898800000e-01	8.896480060e-01
8.899200000e-01	3.029817987e-01
8.899200000e-01	3.035177422e-01
8.899200000e-01	3.040063199e-01
8.899200000e-01	3.097806614e-01
8.899200000e-01	3.108850048e-01
8.899200000e-01	3.265473227e-01
8.899200000e-01	3.294724174e-01
8.899200000e-01	3.322977576e-01
8.899200000e-01	3.398144652e-01
8.899200000e-01	3.409535175e-01
8.899200000e-01	3.455040494e-01
8.899200000e-01	3.495132567e-01
8.899200000e-01	3.537973603e-01
8.899200000e-01	3.544263624e-01
8.899200000e-01	3.588792533e-01
8.899200000e-01	3.594543336e-01
8.899200000e-01	3.601828315e-01
8.899200000e-01	3.888433787e-01
8.899200000e-01	3.927557807e-01
8.899200000e-01	3.931182719e-01
8.899200000e-01	4.097117530e-01
8.899200000e-01	4.119133540e-01
8.899200000e-01	4.281794800e-01
8.899200000e-01	4.286364014e-01
8.899200000e-01	4.289990109e-01
8.899200000e-01	4.322811510e-01
8.899200000e-01	4.379824474e-01
8.899200000e-01	4.421979471e-01
8.899200000e-01	4.534121581e-01
8.899200000e-01	5.106990095e-01
8.899200000e-01	5.126850106e-01
8.899200000e-01	5.142568696e-01
8.899200000e-01	5.265457431e-01
8.899200000e-01	5.282978079e-01
8.899200000e-01	5.492715428e-01
8.899200000e-01	5.517360417e-01
8.899200000e-01	5.586689680e-01
8.899200000e-01	5.648323871e-01
8.899200000e-01	5.681330362e-01
8.899200000e-01	5.901033720e-01
8.899200000e-01	5.984315530e-01
8.899200000e-01	6.070839513e-01
8.899200000e-01	6.086863841e-01
8.899200000e-01	6.129561943e-01
8.899200000e-01	6.176415497e-01
8.899200000e-01	6.536335578e-01
8.899200000e-01	6.569113642e-01
8.899200000e-01	6.739934582e-01
8.899200000e-01	6.754331949e-01
8.899200000e-01	6.770112944e-01
8.899200000e-01	7.248287632e-01
8.899200000e-01	7.256970628e-01
8.899200000e-01	7.264868310e-01
8.899200000e-01	7.356906895e-01
8.899200000e-01	7.374234421e-01
8.899200000e-01	7.558283410e-01
8.899200000e-01	7.581480284e-01
8.899200000e-01	7.602480790e-01
8.899200000e-01	7.610328652e-01
8.899200000e-01	7.652396580e-01
8.899200000e-01	7.692416375e-01
8.899200000e-01	7.795928169e-01
8.899200000e-01	7.811236046e-01
8.899200000e-01	7.839660564e-01
8.899200000e-01	7.871391319e-01
8.899200000e-01	7.882610675e-01
8.899200000e-01	7.923057996e-01
8.899200000e-01	7.976877925e-01
8.899200000e-01	7.984658476e-01
8.899200000e-01	8.038845884e-01
8.899200000e-01	8.045729577e-01
8.899200000e-01	8.054411965e-01
8.899200000e-01	8.298312502e-01
8.899200000e-01	8.344729344e-01
8.899200000e-01	8.362077313e-01
8.899200000e-01	8.385455166e-01
8.899200000e-01	8.398870147e-01
8.899200000e-01	8.400350316e-01
8.899200000e-01	8.402214928e-01
8.899200000e-01	8.477089778e-01
8.899200000e-01	8.543593755e-01
8.899200000e-01	8.545038821e-01
8.899200000e-01	8.560615134e-01
8.899200000e-01	8.673633522e-01
8.899200000e-01	8.676482502e-01
8.899200000e-01	8.678730708e-01
8.899200000e-01	8.696115190e-01
8.899200000e-01	8.698567537e-01
8.899200000e-01	8.715248702e-01
8.899200000e-01	8.730825739e-01
8.899200000e-01	8.748467192e-01
8.899200000e-01	8.752876694e-01
8.899200000e-01	8.781912742e-01
8.899200000e-01	8.792798999e-01
8.899200000e-01	8.804054007e-01
8.899200000e-01	8.864056885e-01
8.899200000e-01	8.868271506e-01
8.899200000e-01	8.890275242e-01
8.899200000e-01	8.892134467e-01
8.899200000e-01	8.894173485e-01
8.899600000e-01	3.020912230e-01
8.899600000e-01	3.056070596e-01
8.899600000e-01	3.057343306e-01
8.899600000e-01	3.103492072e-01
8.899600000e-01	3.145068791e-01
8.899600000e-01	3.192695939e-01
8.899600000e-01	3.211864752e-01
8.899600000e-01	3.316979640e-01
8.899600000e-01	3.345254964e-01
8.899600000e-01	3.616237399e-01
8.899600000e-01	3.712267265e-01
8.899600000e-01	3.793362442e-01
8.899600000e-01	3.801796697e-01
8.899600000e-01	3.842797726e-01
8.899600000e-01	3.935059214e-01
8.899600000e-01	3.960743124e-01
8.899600000e-01	3.981552305e-01
8.899600000e-01	3.993915052e-01
8.899600000e-01	4.016447757e-01
8.899600000e-01	4.027575250e-01
8.899600000e-01	4.038462022e-01
8.899600000e-01	4.048716267e-01
8.899600000e-01	4.071369782e-01
8.899600000e-01	4.094744467e-01
8.899600000e-01	4.142752354e-01
8.899600000e-01	4.169472163e-01
8.899600000e-01	4.215047108e-01
8.899600000e-01	4.272320470e-01
8.899600000e-01	4.487023412e-01
8.899600000e-01	4.586726551e-01
8.899600000e-01	4.607548311e-01
8.899600000e-01	4.664710612e-01
8.899600000e-01	4.723954745e-01
8.899600000e-01	4.809989613e-01
8.899600000e-01	4.812918031e-01
8.899600000e-01	5.067276485e-01
8.899600000e-01	5.188994766e-01
8.899600000e-01	5.536740712e-01
8.899600000e-01	5.835140056e-01
8.899600000e-01	5.918231431e-01
8.899600000e-01	5.934761272e-01
8.899600000e-01	5.945848780e-01
8.899600000e-01	6.229579829e-01
8.899600000e-01	6.253045987e-01
8.899600000e-01	6.286600907e-01
8.899600000e-01	6.428330238e-01
8.899600000e-01	6.551910007e-01
8.899600000e-01	6.688631022e-01
8.899600000e-01	6.692391973e-01
8.899600000e-01	6.796025281e-01
8.899600000e-01	7.234138838e-01
8.899600000e-01	7.290951386e-01
8.899600000e-01	7.292991322e-01
8.899600000e-01	7.366169724e-01
8.899600000e-01	7.430772823e-01
8.899600000e-01	7.503218718e-01
8.899600000e-01	7.520129527e-01
8.899600000e-01	7.531903313e-01
8.899600000e-01	7.671065785e-01
8.899600000e-01	7.676391459e-01
8.899600000e-01	7.684316486e-01
8.899600000e-01	7.723891384e-01
8.899600000e-01	7.862660360e-01
8.899600000e-01	8.018555100e-01
8.899600000e-01	8.071823515e-01
8.899600000e-01	8.181209735e-01
8.899600000e-01	8.182454779e-01
8.899600000e-01	8.218895495e-01
8.899600000e-01	8.243837337e-01
8.899600000e-01	8.267789212e-01
8.899600000e-01	8.276486722e-01
8.899600000e-01	8.317938548e-01
8.899600000e-01	8.406157614e-01
8.899600000e-01	8.429462668e-01
8.899600000e-01	8.447942113e-01
8.899600000e-01	8.458749848e-01
8.899600000e-01	8.478120015e-01
8.899600000e-01	8.487529085e-01
8.899600000e-01	8.496634226e-01
8.899600000e-01	8.505119459e-01
8.899600000e-01	8.509581018e-01
8.899600000e-01	8.518605823e-01
8.899600000e-01	8.523551894e-01
8.899600000e-01	8.531868540e-01
8.899600000e-01	8.542118570e-01
8.899600000e-01	8.578805927e-01
8.899600000e-01	8.595044700e-01
8.899600000e-01	8.598380286e-01
8.899600000e-01	8.630368754e-01
8.899600000e-01	8.668058773e-01
8.899600000e-01	8.773376555e-01
8.899600000e-01	8.784282508e-01
8.899600000e-01	8.824695986e-01
8.899600000e-01	8.832044233e-01
8.899600000e-01	8.850273731e-01
8.899600000e-01	8.866155200e-01
8.899600000e-01	8.883748661e-01
8.899600000e-01	8.883917612e-01
8.899600000e-01	8.884233354e-01
8.899600000e-01	8.897612301e-01
8.900000000e-01	3.018028896e-01
8.900000000e-01	3.018552633e-01
8.900000000e-01	3.057351237e-01
8.900000000e-01	3.068263113e-01
8.900000000e-01	3.074264294e-01
8.900000000e-01	3.099910415e-01
8.900000000e-01	3.200863171e-01
8.900000000e-01	3.220709971e-01
8.900000000e-01	3.223582999e-01
8.900000000e-01	3.223988657e-01
8.900000000e-01	3.278671796e-01
8.900000000e-01	3.380624839e-01
8.900000000e-01	3.621244150e-01
8.900000000e-01	3.713954900e-01
8.900000000e-01	3.745021784e-01
8.900000000e-01	3.807036043e-01
8.900000000e-01	3.828744144e-01
8.900000000e-01	3.990273259e-01
8.900000000e-01	4.149842183e-01
8.900000000e-01	4.195901140e-01
8.900000000e-01	4.520215156e-01
8.900000000e-01	4.573157758e-01
8.900000000e-01	4.573574357e-01
8.900000000e-01	4.576536300e-01
8.900000000e-01	4.597577385e-01
8.900000000e-01	4.728205029e-01
8.900000000e-01	4.745879671e-01
8.900000000e-01	4.772881802e-01
8.900000000e-01	4.784659131e-01
8.900000000e-01	4.807902939e-01
8.900000000e-01	5.053131927e-01
8.900000000e-01	5.057239729e-01
8.900000000e-01	5.565796263e-01
8.900000000e-01	5.731278496e-01
8.900000000e-01	5.786396780e-01
8.900000000e-01	5.838431451e-01
8.900000000e-01	5.933343901e-01
8.900000000e-01	6.030896795e-01
8.900000000e-01	6.193133634e-01
8.900000000e-01	6.194339506e-01
8.900000000e-01	6.202880685e-01
8.900000000e-01	6.261912299e-01
8.900000000e-01	6.272456259e-01
8.900000000e-01	6.277036811e-01
8.900000000e-01	6.562211798e-01
8.900000000e-01	6.638260043e-01
8.900000000e-01	6.656027778e-01
8.900000000e-01	6.688303587e-01
8.900000000e-01	6.802680324e-01
8.900000000e-01	6.804219600e-01
8.900000000e-01	7.229765329e-01
8.900000000e-01	7.230619247e-01
8.900000000e-01	7.293331822e-01
8.900000000e-01	7.310774531e-01
8.900000000e-01	7.320330857e-01
8.900000000e-01	7.360876317e-01
8.900000000e-01	7.508190212e-01
8.900000000e-01	7.510500263e-01
8.900000000e-01	7.515811447e-01
8.900000000e-01	7.545386557e-01
8.900000000e-01	7.549643579e-01
8.900000000e-01	7.550244155e-01
8.900000000e-01	7.630076111e-01
8.900000000e-01	7.677199657e-01
8.900000000e-01	7.722456274e-01
8.900000000e-01	7.747031353e-01
8.900000000e-01	7.772886954e-01
8.900000000e-01	7.849479081e-01
8.900000000e-01	8.078072099e-01
8.900000000e-01	8.183433598e-01
8.900000000e-01	8.193302473e-01
8.900000000e-01	8.198295456e-01
8.900000000e-01	8.209724254e-01
8.900000000e-01	8.217191146e-01
8.900000000e-01	8.272042297e-01
8.900000000e-01	8.280823886e-01
8.900000000e-01	8.282058898e-01
8.900000000e-01	8.282232580e-01
8.900000000e-01	8.304258780e-01
8.900000000e-01	8.437309321e-01
8.900000000e-01	8.455959421e-01
8.900000000e-01	8.520134987e-01
8.900000000e-01	8.584444577e-01
8.900000000e-01	8.593039513e-01
8.900000000e-01	8.617532881e-01
8.900000000e-01	8.629770266e-01
8.900000000e-01	8.666162388e-01
8.900000000e-01	8.759771548e-01
8.900000000e-01	8.799090881e-01
8.900000000e-01	8.820100574e-01
8.900000000e-01	8.820256229e-01
8.900000000e-01	8.821358550e-01
8.900000000e-01	8.828969318e-01
8.900000000e-01	8.867575095e-01
8.900000000e-01	8.871652948e-01
8.900000000e-01	8.877354633e-01
8.900000000e-01	8.879641441e-01
8.900000000e-01	8.883797972e-01
8.900000000e-01	8.898561058e-01
8.900000000e-01	8.898760174e-01
8.900400000e-01	3.034760733e-01
8.900400000e-01	3.036893936e-01
8.900400000e-01	3.071004642e-01
8.900400000e-01	3.108533961e-01
8.900400000e-01	3.125779341e-01
8.900400000e-01	3.151346546e-01
8.900400000e-01	3.290089143e-01
8.900400000e-01	3.307740939e-01
8.900400000e-01	3.387254169e-01
8.900400000e-01	3.398917521e-01
8.900400000e-01	3.435579920e-01
8.900400000e-01	3.458280057e-01
8.900400000e-01	3.536049907e-01
8.900400000e-01	3.559088730e-01
8.900400000e-01	3.559684519e-01
8.900400000e-01	3.588620166e-01
8.900400000e-01	3.760521282e-01
8.900400000e-01	3.882274733e-01
8.900400000e-01	3.918943656e-01
8.900400000e-01	3.919112588e-01
8.900400000e-01	4.012261139e-01
8.900400000e-01	4.102074929e-01
8.900400000e-01	4.121102343e-01
8.900400000e-01	4.306980914e-01
8.900400000e-01	4.307365927e-01
8.900400000e-01	4.375674884e-01
8.900400000e-01	4.392046193e-01
8.900400000e-01	4.419406695e-01
8.900400000e-01	4.688270063e-01
8.900400000e-01	5.134558723e-01
8.900400000e-01	5.141260088e-01
8.900400000e-01	5.222579033e-01
8.900400000e-01	5.286638713e-01
8.900400000e-01	5.345633688e-01
8.900400000e-01	5.490926968e-01
8.900400000e-01	5.506505826e-01
8.900400000e-01	5.571628839e-01
8.900400000e-01	5.677590276e-01
8.900400000e-01	5.711485706e-01
8.900400000e-01	5.813254425e-01
8.900400000e-01	5.944556393e-01
8.900400000e-01	5.996686049e-01
8.900400000e-01	6.110709284e-01
8.900400000e-01	6.129376019e-01
8.900400000e-01	6.408931098e-01
8.900400000e-01	6.485005750e-01
8.900400000e-01	6.536268908e-01
8.900400000e-01	6.647599889e-01
8.900400000e-01	6.748400647e-01
8.900400000e-01	6.754689033e-01
8.900400000e-01	7.257274739e-01
8.900400000e-01	7.260726189e-01
8.900400000e-01	7.315472159e-01
8.900400000e-01	7.374734003e-01
8.900400000e-01	7.401622586e-01
8.900400000e-01	7.441086319e-01
8.900400000e-01	7.581979700e-01
8.900400000e-01	7.591174184e-01
8.900400000e-01	7.646804581e-01
8.900400000e-01	7.671943759e-01
8.900400000e-01	7.734490783e-01
8.900400000e-01	7.782248194e-01
8.900400000e-01	7.798021368e-01
8.900400000e-01	7.846919750e-01
8.900400000e-01	7.876674606e-01
8.900400000e-01	7.883760116e-01
8.900400000e-01	7.949260450e-01
8.900400000e-01	7.975567464e-01
8.900400000e-01	8.003952384e-01
8.900400000e-01	8.004680869e-01
8.900400000e-01	8.039723115e-01
8.900400000e-01	8.042658184e-01
8.900400000e-01	8.234110619e-01
8.900400000e-01	8.346035197e-01
8.900400000e-01	8.357296787e-01
8.900400000e-01	8.364024417e-01
8.900400000e-01	8.392009458e-01
8.900400000e-01	8.392166804e-01
8.900400000e-01	8.467642268e-01
8.900400000e-01	8.475314901e-01
8.900400000e-01	8.511403325e-01
8.900400000e-01	8.548614754e-01
8.900400000e-01	8.563271897e-01
8.900400000e-01	8.611486094e-01
8.900400000e-01	8.678987198e-01
8.900400000e-01	8.690286732e-01
8.900400000e-01	8.690519206e-01
8.900400000e-01	8.699503204e-01
8.900400000e-01	8.729749263e-01
8.900400000e-01	8.738554799e-01
8.900400000e-01	8.752754937e-01
8.900400000e-01	8.757266905e-01
8.900400000e-01	8.787957213e-01
8.900400000e-01	8.794754254e-01
8.900400000e-01	8.847981493e-01
8.900400000e-01	8.857752933e-01
8.900400000e-01	8.864337530e-01
8.900400000e-01	8.878649422e-01
8.900400000e-01	8.891637118e-01
8.900400000e-01	8.892448697e-01
8.900800000e-01	3.044929278e-01
8.900800000e-01	3.056389724e-01
8.900800000e-01	3.065513231e-01
8.900800000e-01	3.072422350e-01
8.900800000e-01	3.103744406e-01
8.900800000e-01	3.139867049e-01
8.900800000e-01	3.322333919e-01
8.900800000e-01	3.334682360e-01
8.900800000e-01	3.350603123e-01
8.900800000e-01	3.398115760e-01
8.900800000e-01	3.537980550e-01
8.900800000e-01	3.562174763e-01
8.900800000e-01	3.579217179e-01
8.900800000e-01	3.714200313e-01
8.900800000e-01	3.768313439e-01
8.900800000e-01	3.844758691e-01
8.900800000e-01	3.854571923e-01
8.900800000e-01	3.870342226e-01
8.900800000e-01	3.924527366e-01
8.900800000e-01	4.000235097e-01
8.900800000e-01	4.126925753e-01
8.900800000e-01	4.212520463e-01
8.900800000e-01	4.293933863e-01
8.900800000e-01	4.304832129e-01
8.900800000e-01	4.419359325e-01
8.900800000e-01	4.456749860e-01
8.900800000e-01	4.480213165e-01
8.900800000e-01	4.667981802e-01
8.900800000e-01	4.805969164e-01
8.900800000e-01	5.166463534e-01
8.900800000e-01	5.213457451e-01
8.900800000e-01	5.227071923e-01
8.900800000e-01	5.280680768e-01
8.900800000e-01	5.530158530e-01
8.900800000e-01	5.679418430e-01
8.900800000e-01	5.799565144e-01
8.900800000e-01	5.818045555e-01
8.900800000e-01	5.859568272e-01
8.900800000e-01	5.864770708e-01
8.900800000e-01	5.901094341e-01
8.900800000e-01	5.939029857e-01
8.900800000e-01	6.039123086e-01
8.900800000e-01	6.080264547e-01
8.900800000e-01	6.442742312e-01
8.900800000e-01	6.550163943e-01
8.900800000e-01	6.643087942e-01
8.900800000e-01	6.663547080e-01
8.900800000e-01	6.690538389e-01
8.900800000e-01	6.724399429e-01
8.900800000e-01	6.738280856e-01
8.900800000e-01	7.274024710e-01
8.900800000e-01	7.292446166e-01
8.900800000e-01	7.307043669e-01
8.900800000e-01	7.318058242e-01
8.900800000e-01	7.367558899e-01
8.900800000e-01	7.423760232e-01
8.900800000e-01	7.606250316e-01
8.900800000e-01	7.626337346e-01
8.900800000e-01	7.674726583e-01
8.900800000e-01	7.692894264e-01
8.900800000e-01	7.710204343e-01
8.900800000e-01	7.712676813e-01
8.900800000e-01	7.732350833e-01
8.900800000e-01	7.741073359e-01
8.900800000e-01	7.797290847e-01
8.900800000e-01	7.866006598e-01
8.900800000e-01	7.978320712e-01
8.900800000e-01	8.002071383e-01
8.900800000e-01	8.008082593e-01
8.900800000e-01	8.028769255e-01
8.900800000e-01	8.184438939e-01
8.900800000e-01	8.242727687e-01
8.900800000e-01	8.321008379e-01
8.900800000e-01	8.330710577e-01
8.900800000e-01	8.346136542e-01
8.900800000e-01	8.393123931e-01
8.900800000e-01	8.397575077e-01
8.900800000e-01	8.430719255e-01
8.900800000e-01	8.465366963e-01
8.900800000e-01	8.516291750e-01
8.900800000e-01	8.546527800e-01
8.900800000e-01	8.568081687e-01
8.900800000e-01	8.574341562e-01
8.900800000e-01	8.578233848e-01
8.900800000e-01	8.608477581e-01
8.900800000e-01	8.621467321e-01
8.900800000e-01	8.629805063e-01
